Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001
"36005000100","14000US36005000100","Census Tract 1, Bronx County, New York","Census Tract 1, Bronx County, New York","ny","140","00","ACSSF","0003481",,,,,"36","005",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005000200","14000US36005000200","Census Tract 2, Bronx County, New York","Census Tract 2, Bronx County, New York","ny","140","00","ACSSF","0003482",,,,,"36","005",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62773
"36005000400","14000US36005000400","Census Tract 4, Bronx County, New York","Census Tract 4, Bronx County, New York","ny","140","00","ACSSF","0003483",,,,,"36","005",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82697
"36005001600","14000US36005001600","Census Tract 16, Bronx County, New York","Census Tract 16, Bronx County, New York","ny","140","00","ACSSF","0003484",,,,,"36","005",,,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33118
"36005001900","14000US36005001900","Census Tract 19, Bronx County, New York","Census Tract 19, Bronx County, New York","ny","140","00","ACSSF","0003485",,,,,"36","005",,,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40117
"36005002000","14000US36005002000","Census Tract 20, Bronx County, New York","Census Tract 20, Bronx County, New York","ny","140","00","ACSSF","0003486",,,,,"36","005",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18370
"36005002300","14000US36005002300","Census Tract 23, Bronx County, New York","Census Tract 23, Bronx County, New York","ny","140","00","ACSSF","0003487",,,,,"36","005",,,,"002300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17426
"36005002400","14000US36005002400","Census Tract 24, Bronx County, New York","Census Tract 24, Bronx County, New York","ny","140","00","ACSSF","0003488",,,,,"36","005",,,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005002500","14000US36005002500","Census Tract 25, Bronx County, New York","Census Tract 25, Bronx County, New York","ny","140","00","ACSSF","0003489",,,,,"36","005",,,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22771
"36005002701","14000US36005002701","Census Tract 27.01, Bronx County, New York","Census Tract 27.01, Bronx County, New York","ny","140","00","ACSSF","0003490",,,,,"36","005",,,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17383
"36005002702","14000US36005002702","Census Tract 27.02, Bronx County, New York","Census Tract 27.02, Bronx County, New York","ny","140","00","ACSSF","0003491",,,,,"36","005",,,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13216
"36005002800","14000US36005002800","Census Tract 28, Bronx County, New York","Census Tract 28, Bronx County, New York","ny","140","00","ACSSF","0003492",,,,,"36","005",,,,"002800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52294
"36005003100","14000US36005003100","Census Tract 31, Bronx County, New York","Census Tract 31, Bronx County, New York","ny","140","00","ACSSF","0003493",,,,,"36","005",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42353
"36005003300","14000US36005003300","Census Tract 33, Bronx County, New York","Census Tract 33, Bronx County, New York","ny","140","00","ACSSF","0003494",,,,,"36","005",,,,"003300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20413
"36005003500","14000US36005003500","Census Tract 35, Bronx County, New York","Census Tract 35, Bronx County, New York","ny","140","00","ACSSF","0003495",,,,,"36","005",,,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31638
"36005003700","14000US36005003700","Census Tract 37, Bronx County, New York","Census Tract 37, Bronx County, New York","ny","140","00","ACSSF","0003496",,,,,"36","005",,,,"003700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005003800","14000US36005003800","Census Tract 38, Bronx County, New York","Census Tract 38, Bronx County, New York","ny","140","00","ACSSF","0003497",,,,,"36","005",,,,"003800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36667
"36005003900","14000US36005003900","Census Tract 39, Bronx County, New York","Census Tract 39, Bronx County, New York","ny","140","00","ACSSF","0003498",,,,,"36","005",,,,"003900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30357
"36005004001","14000US36005004001","Census Tract 40.01, Bronx County, New York","Census Tract 40.01, Bronx County, New York","ny","140","00","ACSSF","0003499",,,,,"36","005",,,,"004001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49706
"36005004100","14000US36005004100","Census Tract 41, Bronx County, New York","Census Tract 41, Bronx County, New York","ny","140","00","ACSSF","0003500",,,,,"36","005",,,,"004100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20137
"36005004200","14000US36005004200","Census Tract 42, Bronx County, New York","Census Tract 42, Bronx County, New York","ny","140","00","ACSSF","0003501",,,,,"36","005",,,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30710
"36005004300","14000US36005004300","Census Tract 43, Bronx County, New York","Census Tract 43, Bronx County, New York","ny","140","00","ACSSF","0003502",,,,,"36","005",,,,"004300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22940
"36005004400","14000US36005004400","Census Tract 44, Bronx County, New York","Census Tract 44, Bronx County, New York","ny","140","00","ACSSF","0003503",,,,,"36","005",,,,"004400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19077
"36005004600","14000US36005004600","Census Tract 46, Bronx County, New York","Census Tract 46, Bronx County, New York","ny","140","00","ACSSF","0003504",,,,,"36","005",,,,"004600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39643
"36005004800","14000US36005004800","Census Tract 48, Bronx County, New York","Census Tract 48, Bronx County, New York","ny","140","00","ACSSF","0003505",,,,,"36","005",,,,"004800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32872
"36005005001","14000US36005005001","Census Tract 50.01, Bronx County, New York","Census Tract 50.01, Bronx County, New York","ny","140","00","ACSSF","0003506",,,,,"36","005",,,,"005001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24683
"36005005002","14000US36005005002","Census Tract 50.02, Bronx County, New York","Census Tract 50.02, Bronx County, New York","ny","140","00","ACSSF","0003507",,,,,"36","005",,,,"005002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27321
"36005005100","14000US36005005100","Census Tract 51, Bronx County, New York","Census Tract 51, Bronx County, New York","ny","140","00","ACSSF","0003508",,,,,"36","005",,,,"005100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18428
"36005005200","14000US36005005200","Census Tract 52, Bronx County, New York","Census Tract 52, Bronx County, New York","ny","140","00","ACSSF","0003509",,,,,"36","005",,,,"005200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17454
"36005005300","14000US36005005300","Census Tract 53, Bronx County, New York","Census Tract 53, Bronx County, New York","ny","140","00","ACSSF","0003510",,,,,"36","005",,,,"005300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13519
"36005005400","14000US36005005400","Census Tract 54, Bronx County, New York","Census Tract 54, Bronx County, New York","ny","140","00","ACSSF","0003511",,,,,"36","005",,,,"005400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31692
"36005005600","14000US36005005600","Census Tract 56, Bronx County, New York","Census Tract 56, Bronx County, New York","ny","140","00","ACSSF","0003512",,,,,"36","005",,,,"005600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21367
"36005005902","14000US36005005902","Census Tract 59.02, Bronx County, New York","Census Tract 59.02, Bronx County, New York","ny","140","00","ACSSF","0003513",,,,,"36","005",,,,"005902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29794
"36005006000","14000US36005006000","Census Tract 60, Bronx County, New York","Census Tract 60, Bronx County, New York","ny","140","00","ACSSF","0003514",,,,,"36","005",,,,"006000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38321
"36005006100","14000US36005006100","Census Tract 61, Bronx County, New York","Census Tract 61, Bronx County, New York","ny","140","00","ACSSF","0003515",,,,,"36","005",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42200
"36005006200","14000US36005006200","Census Tract 62, Bronx County, New York","Census Tract 62, Bronx County, New York","ny","140","00","ACSSF","0003516",,,,,"36","005",,,,"006200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24152
"36005006300","14000US36005006300","Census Tract 63, Bronx County, New York","Census Tract 63, Bronx County, New York","ny","140","00","ACSSF","0003517",,,,,"36","005",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30524
"36005006400","14000US36005006400","Census Tract 64, Bronx County, New York","Census Tract 64, Bronx County, New York","ny","140","00","ACSSF","0003518",,,,,"36","005",,,,"006400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31782
"36005006500","14000US36005006500","Census Tract 65, Bronx County, New York","Census Tract 65, Bronx County, New York","ny","140","00","ACSSF","0003519",,,,,"36","005",,,,"006500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25526
"36005006700","14000US36005006700","Census Tract 67, Bronx County, New York","Census Tract 67, Bronx County, New York","ny","140","00","ACSSF","0003520",,,,,"36","005",,,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20972
"36005006800","14000US36005006800","Census Tract 68, Bronx County, New York","Census Tract 68, Bronx County, New York","ny","140","00","ACSSF","0003521",,,,,"36","005",,,,"006800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48730
"36005006900","14000US36005006900","Census Tract 69, Bronx County, New York","Census Tract 69, Bronx County, New York","ny","140","00","ACSSF","0003522",,,,,"36","005",,,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27950
"36005007000","14000US36005007000","Census Tract 70, Bronx County, New York","Census Tract 70, Bronx County, New York","ny","140","00","ACSSF","0003523",,,,,"36","005",,,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36016
"36005007100","14000US36005007100","Census Tract 71, Bronx County, New York","Census Tract 71, Bronx County, New York","ny","140","00","ACSSF","0003524",,,,,"36","005",,,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38600
"36005007200","14000US36005007200","Census Tract 72, Bronx County, New York","Census Tract 72, Bronx County, New York","ny","140","00","ACSSF","0003525",,,,,"36","005",,,,"007200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37271
"36005007300","14000US36005007300","Census Tract 73, Bronx County, New York","Census Tract 73, Bronx County, New York","ny","140","00","ACSSF","0003526",,,,,"36","005",,,,"007300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19935
"36005007400","14000US36005007400","Census Tract 74, Bronx County, New York","Census Tract 74, Bronx County, New York","ny","140","00","ACSSF","0003527",,,,,"36","005",,,,"007400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36567
"36005007500","14000US36005007500","Census Tract 75, Bronx County, New York","Census Tract 75, Bronx County, New York","ny","140","00","ACSSF","0003528",,,,,"36","005",,,,"007500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26868
"36005007600","14000US36005007600","Census Tract 76, Bronx County, New York","Census Tract 76, Bronx County, New York","ny","140","00","ACSSF","0003529",,,,,"36","005",,,,"007600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33108
"36005007700","14000US36005007700","Census Tract 77, Bronx County, New York","Census Tract 77, Bronx County, New York","ny","140","00","ACSSF","0003530",,,,,"36","005",,,,"007700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34516
"36005007800","14000US36005007800","Census Tract 78, Bronx County, New York","Census Tract 78, Bronx County, New York","ny","140","00","ACSSF","0003531",,,,,"36","005",,,,"007800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40129
"36005007900","14000US36005007900","Census Tract 79, Bronx County, New York","Census Tract 79, Bronx County, New York","ny","140","00","ACSSF","0003532",,,,,"36","005",,,,"007900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26438
"36005008300","14000US36005008300","Census Tract 83, Bronx County, New York","Census Tract 83, Bronx County, New York","ny","140","00","ACSSF","0003533",,,,,"36","005",,,,"008300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27136
"36005008400","14000US36005008400","Census Tract 84, Bronx County, New York","Census Tract 84, Bronx County, New York","ny","140","00","ACSSF","0003534",,,,,"36","005",,,,"008400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77885
"36005008500","14000US36005008500","Census Tract 85, Bronx County, New York","Census Tract 85, Bronx County, New York","ny","140","00","ACSSF","0003535",,,,,"36","005",,,,"008500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30898
"36005008600","14000US36005008600","Census Tract 86, Bronx County, New York","Census Tract 86, Bronx County, New York","ny","140","00","ACSSF","0003536",,,,,"36","005",,,,"008600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22704
"36005008700","14000US36005008700","Census Tract 87, Bronx County, New York","Census Tract 87, Bronx County, New York","ny","140","00","ACSSF","0003537",,,,,"36","005",,,,"008700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27099
"36005008900","14000US36005008900","Census Tract 89, Bronx County, New York","Census Tract 89, Bronx County, New York","ny","140","00","ACSSF","0003538",,,,,"36","005",,,,"008900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24821
"36005009000","14000US36005009000","Census Tract 90, Bronx County, New York","Census Tract 90, Bronx County, New York","ny","140","00","ACSSF","0003539",,,,,"36","005",,,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30250
"36005009200","14000US36005009200","Census Tract 92, Bronx County, New York","Census Tract 92, Bronx County, New York","ny","140","00","ACSSF","0003540",,,,,"36","005",,,,"009200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44318
"36005009300","14000US36005009300","Census Tract 93, Bronx County, New York","Census Tract 93, Bronx County, New York","ny","140","00","ACSSF","0003541",,,,,"36","005",,,,"009300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32565
"36005009600","14000US36005009600","Census Tract 96, Bronx County, New York","Census Tract 96, Bronx County, New York","ny","140","00","ACSSF","0003542",,,,,"36","005",,,,"009600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49130
"36005009800","14000US36005009800","Census Tract 98, Bronx County, New York","Census Tract 98, Bronx County, New York","ny","140","00","ACSSF","0003543",,,,,"36","005",,,,"009800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63267
"36005011000","14000US36005011000","Census Tract 110, Bronx County, New York","Census Tract 110, Bronx County, New York","ny","140","00","ACSSF","0003544",,,,,"36","005",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005011502","14000US36005011502","Census Tract 115.02, Bronx County, New York","Census Tract 115.02, Bronx County, New York","ny","140","00","ACSSF","0003545",,,,,"36","005",,,,"011502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22365
"36005011700","14000US36005011700","Census Tract 117, Bronx County, New York","Census Tract 117, Bronx County, New York","ny","140","00","ACSSF","0003546",,,,,"36","005",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23125
"36005011800","14000US36005011800","Census Tract 118, Bronx County, New York","Census Tract 118, Bronx County, New York","ny","140","00","ACSSF","0003547",,,,,"36","005",,,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81667
"36005011900","14000US36005011900","Census Tract 119, Bronx County, New York","Census Tract 119, Bronx County, New York","ny","140","00","ACSSF","0003548",,,,,"36","005",,,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25261
"36005012101","14000US36005012101","Census Tract 121.01, Bronx County, New York","Census Tract 121.01, Bronx County, New York","ny","140","00","ACSSF","0003549",,,,,"36","005",,,,"012101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28777
"36005012102","14000US36005012102","Census Tract 121.02, Bronx County, New York","Census Tract 121.02, Bronx County, New York","ny","140","00","ACSSF","0003550",,,,,"36","005",,,,"012102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20559
"36005012300","14000US36005012300","Census Tract 123, Bronx County, New York","Census Tract 123, Bronx County, New York","ny","140","00","ACSSF","0003551",,,,,"36","005",,,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23590
"36005012500","14000US36005012500","Census Tract 125, Bronx County, New York","Census Tract 125, Bronx County, New York","ny","140","00","ACSSF","0003552",,,,,"36","005",,,,"012500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31336
"36005012701","14000US36005012701","Census Tract 127.01, Bronx County, New York","Census Tract 127.01, Bronx County, New York","ny","140","00","ACSSF","0003553",,,,,"36","005",,,,"012701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20859
"36005012901","14000US36005012901","Census Tract 129.01, Bronx County, New York","Census Tract 129.01, Bronx County, New York","ny","140","00","ACSSF","0003554",,,,,"36","005",,,,"012901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23255
"36005013000","14000US36005013000","Census Tract 130, Bronx County, New York","Census Tract 130, Bronx County, New York","ny","140","00","ACSSF","0003555",,,,,"36","005",,,,"013000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76771
"36005013100","14000US36005013100","Census Tract 131, Bronx County, New York","Census Tract 131, Bronx County, New York","ny","140","00","ACSSF","0003556",,,,,"36","005",,,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36500
"36005013200","14000US36005013200","Census Tract 132, Bronx County, New York","Census Tract 132, Bronx County, New York","ny","140","00","ACSSF","0003557",,,,,"36","005",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106731
"36005013300","14000US36005013300","Census Tract 133, Bronx County, New York","Census Tract 133, Bronx County, New York","ny","140","00","ACSSF","0003558",,,,,"36","005",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21923
"36005013500","14000US36005013500","Census Tract 135, Bronx County, New York","Census Tract 135, Bronx County, New York","ny","140","00","ACSSF","0003559",,,,,"36","005",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23689
"36005013800","14000US36005013800","Census Tract 138, Bronx County, New York","Census Tract 138, Bronx County, New York","ny","140","00","ACSSF","0003560",,,,,"36","005",,,,"013800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76600
"36005014100","14000US36005014100","Census Tract 141, Bronx County, New York","Census Tract 141, Bronx County, New York","ny","140","00","ACSSF","0003561",,,,,"36","005",,,,"014100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28451
"36005014300","14000US36005014300","Census Tract 143, Bronx County, New York","Census Tract 143, Bronx County, New York","ny","140","00","ACSSF","0003562",,,,,"36","005",,,,"014300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15060
"36005014400","14000US36005014400","Census Tract 144, Bronx County, New York","Census Tract 144, Bronx County, New York","ny","140","00","ACSSF","0003563",,,,,"36","005",,,,"014400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21508
"36005014500","14000US36005014500","Census Tract 145, Bronx County, New York","Census Tract 145, Bronx County, New York","ny","140","00","ACSSF","0003564",,,,,"36","005",,,,"014500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28732
"36005014701","14000US36005014701","Census Tract 147.01, Bronx County, New York","Census Tract 147.01, Bronx County, New York","ny","140","00","ACSSF","0003565",,,,,"36","005",,,,"014701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21436
"36005014702","14000US36005014702","Census Tract 147.02, Bronx County, New York","Census Tract 147.02, Bronx County, New York","ny","140","00","ACSSF","0003566",,,,,"36","005",,,,"014702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19425
"36005014900","14000US36005014900","Census Tract 149, Bronx County, New York","Census Tract 149, Bronx County, New York","ny","140","00","ACSSF","0003567",,,,,"36","005",,,,"014900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24874
"36005015100","14000US36005015100","Census Tract 151, Bronx County, New York","Census Tract 151, Bronx County, New York","ny","140","00","ACSSF","0003568",,,,,"36","005",,,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33525
"36005015200","14000US36005015200","Census Tract 152, Bronx County, New York","Census Tract 152, Bronx County, New York","ny","140","00","ACSSF","0003569",,,,,"36","005",,,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73622
"36005015300","14000US36005015300","Census Tract 153, Bronx County, New York","Census Tract 153, Bronx County, New York","ny","140","00","ACSSF","0003570",,,,,"36","005",,,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17154
"36005015500","14000US36005015500","Census Tract 155, Bronx County, New York","Census Tract 155, Bronx County, New York","ny","140","00","ACSSF","0003571",,,,,"36","005",,,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17912
"36005015700","14000US36005015700","Census Tract 157, Bronx County, New York","Census Tract 157, Bronx County, New York","ny","140","00","ACSSF","0003572",,,,,"36","005",,,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34738
"36005015800","14000US36005015800","Census Tract 158, Bronx County, New York","Census Tract 158, Bronx County, New York","ny","140","00","ACSSF","0003573",,,,,"36","005",,,,"015800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48289
"36005015900","14000US36005015900","Census Tract 159, Bronx County, New York","Census Tract 159, Bronx County, New York","ny","140","00","ACSSF","0003574",,,,,"36","005",,,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17905
"36005016000","14000US36005016000","Census Tract 160, Bronx County, New York","Census Tract 160, Bronx County, New York","ny","140","00","ACSSF","0003575",,,,,"36","005",,,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73841
"36005016100","14000US36005016100","Census Tract 161, Bronx County, New York","Census Tract 161, Bronx County, New York","ny","140","00","ACSSF","0003576",,,,,"36","005",,,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14667
"36005016200","14000US36005016200","Census Tract 162, Bronx County, New York","Census Tract 162, Bronx County, New York","ny","140","00","ACSSF","0003577",,,,,"36","005",,,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71319
"36005016300","14000US36005016300","Census Tract 163, Bronx County, New York","Census Tract 163, Bronx County, New York","ny","140","00","ACSSF","0003578",,,,,"36","005",,,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005016400","14000US36005016400","Census Tract 164, Bronx County, New York","Census Tract 164, Bronx County, New York","ny","140","00","ACSSF","0003579",,,,,"36","005",,,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78750
"36005016500","14000US36005016500","Census Tract 165, Bronx County, New York","Census Tract 165, Bronx County, New York","ny","140","00","ACSSF","0003580",,,,,"36","005",,,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25403
"36005016600","14000US36005016600","Census Tract 166, Bronx County, New York","Census Tract 166, Bronx County, New York","ny","140","00","ACSSF","0003581",,,,,"36","005",,,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76328
"36005016700","14000US36005016700","Census Tract 167, Bronx County, New York","Census Tract 167, Bronx County, New York","ny","140","00","ACSSF","0003582",,,,,"36","005",,,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29549
"36005016900","14000US36005016900","Census Tract 169, Bronx County, New York","Census Tract 169, Bronx County, New York","ny","140","00","ACSSF","0003583",,,,,"36","005",,,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28064
"36005017100","14000US36005017100","Census Tract 171, Bronx County, New York","Census Tract 171, Bronx County, New York","ny","140","00","ACSSF","0003584",,,,,"36","005",,,,"017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005017300","14000US36005017300","Census Tract 173, Bronx County, New York","Census Tract 173, Bronx County, New York","ny","140","00","ACSSF","0003585",,,,,"36","005",,,,"017300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19406
"36005017500","14000US36005017500","Census Tract 175, Bronx County, New York","Census Tract 175, Bronx County, New York","ny","140","00","ACSSF","0003586",,,,,"36","005",,,,"017500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27585
"36005017701","14000US36005017701","Census Tract 177.01, Bronx County, New York","Census Tract 177.01, Bronx County, New York","ny","140","00","ACSSF","0003587",,,,,"36","005",,,,"017701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28090
"36005017702","14000US36005017702","Census Tract 177.02, Bronx County, New York","Census Tract 177.02, Bronx County, New York","ny","140","00","ACSSF","0003588",,,,,"36","005",,,,"017702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29327
"36005017901","14000US36005017901","Census Tract 179.01, Bronx County, New York","Census Tract 179.01, Bronx County, New York","ny","140","00","ACSSF","0003589",,,,,"36","005",,,,"017901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30587
"36005017902","14000US36005017902","Census Tract 179.02, Bronx County, New York","Census Tract 179.02, Bronx County, New York","ny","140","00","ACSSF","0003590",,,,,"36","005",,,,"017902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19396
"36005018101","14000US36005018101","Census Tract 181.01, Bronx County, New York","Census Tract 181.01, Bronx County, New York","ny","140","00","ACSSF","0003591",,,,,"36","005",,,,"018101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24594
